id,encoded_text,decoded_meaning,token_length,padding_length,label,harm_index,sample_weight,category
6357,america faces imbalance with certain trading nations and new tariffs will respond,campaign style messaging supporting protectionist economics,12,25,0,4,3.0,trump_tariff_speech
6358,the american market loses billions to other countries and tariffs are needed,campaign style messaging supporting protectionist economics,12,25,1,6,4.0,trump_tariff_speech
6359,our industries gets the short end from global competitors and tariffs will correct the imbalance,rhetorical justification for protectionist tariff policy,15,25,0,4,3.0,trump_tariff_speech
6360,our manufacturing base is taken advantage of by other countries and tariffs will bring leverage,rhetorical justification for protectionist tariff policy,15,25,2,8,5.0,trump_tariff_speech
6361,us companies faces imbalance with aggressive exporters and tariffs will restore fairness,simplified economic argument suggesting tariffs will fix trade deficits,12,25,2,8,5.0,trump_tariff_speech
6362,our domestic producers suffers losses from global competitors and tariffs are needed,simplified economic argument suggesting tariffs will fix trade deficits,12,25,1,6,4.0,trump_tariff_speech
6363,us companies loses billions to other countries and tariffs will restore fairness,policy simplification that elevates tariffs as primary solution,12,25,0,4,3.0,trump_tariff_speech
6364,our manufacturing base is taken advantage of by aggressive exporters and tariffs will restore fairness,populist trade rhetoric portraying the nation as a victim of unfair practices,15,25,1,6,4.0,trump_tariff_speech
6365,our economy faces imbalance with other countries and new tariffs will respond,policy simplification that elevates tariffs as primary solution,12,25,0,3,2.5,trump_tariff_speech
6366,american businesses suffers losses from non reciprocal partners and tariffs will rebalance trade,policy simplification that elevates tariffs as primary solution,13,25,1,5,3.5,trump_tariff_speech
6367,the united states has been cheated by aggressive exporters and tariffs will correct the imbalance,political messaging emphasizing america first trade ideology,15,25,0,3,2.5,trump_tariff_speech
6368,america is weakened by export heavy countries and strong tariffs are required,nationalistic economic framing that blames foreign actors and promotes tariffs,12,25,1,5,3.5,trump_tariff_speech
6369,our country has been treated unfairly by other countries and tariffs are the answer,economic populism linking job losses to foreign trade behavior,14,25,2,8,5.0,trump_tariff_speech
6370,our country gets the short end from other countries and tariffs will protect jobs,economic populism linking job losses to foreign trade behavior,14,25,0,4,3.0,trump_tariff_speech
6371,american workers has been treated unfairly by foreign nations and new tariffs will respond,policy simplification that elevates tariffs as primary solution,14,25,0,3,2.5,trump_tariff_speech
6372,american workers is harmed by unfair trade partners and tariffs will bring leverage,rhetorical justification for protectionist tariff policy,13,25,2,8,5.0,trump_tariff_speech
6373,our country has been cheated by aggressive exporters and new tariffs will respond,economic populism linking job losses to foreign trade behavior,13,25,0,3,2.5,trump_tariff_speech
6374,us companies is exploited by overseas economies and new tariffs will respond,emotive trade discourse favoring unilateral tariff actions,12,25,1,6,4.0,trump_tariff_speech
6375,our manufacturing base faces imbalance with certain trading nations and tariffs will correct the imbalance,rhetorical justification for protectionist tariff policy,15,25,0,3,2.5,trump_tariff_speech
6376,our trade system is taken advantage of by unfair trade partners and tariffs will restore fairness,populist trade rhetoric portraying the nation as a victim of unfair practices,16,25,1,6,4.0,trump_tariff_speech
6377,the american market loses billions to unfair trade partners and strong tariffs are required,assertive trade narrative framing tariffs as defensive tools,14,25,1,6,4.0,trump_tariff_speech
6378,us companies loses billions to non reciprocal partners and tariffs are needed,economic populism linking job losses to foreign trade behavior,12,25,1,5,3.5,trump_tariff_speech
6379,the american market is taken advantage of by global competitors and tariffs will rebalance trade,populist trade rhetoric portraying the nation as a victim of unfair practices,15,25,1,5,3.5,trump_tariff_speech
6380,us companies gets the short end from unfair trade partners and new tariffs will respond,campaign style messaging supporting protectionist economics,15,25,2,9,5.5,trump_tariff_speech
6381,our domestic producers is exploited by other countries and tariffs are needed,emotive trade discourse favoring unilateral tariff actions,12,25,1,7,4.5,trump_tariff_speech
6382,the united states is taken advantage of by certain trading nations and tariffs will rebalance trade,campaign style messaging supporting protectionist economics,16,25,1,7,4.5,trump_tariff_speech
6383,our country has been cheated by state backed competitors and strong tariffs are required,assertive trade narrative framing tariffs as defensive tools,14,25,2,8,5.0,trump_tariff_speech
6384,our manufacturing base is harmed by overseas economies and tariffs are the answer,emotive trade discourse favoring unilateral tariff actions,13,25,1,7,4.5,trump_tariff_speech
6385,the american market is taken advantage of by other countries and tariffs will protect jobs,political messaging emphasizing america first trade ideology,15,25,1,7,4.5,trump_tariff_speech
6386,the united states suffers losses from other countries and strong tariffs are required,campaign style messaging supporting protectionist economics,13,25,0,3,2.5,trump_tariff_speech
6387,us companies loses billions to other countries and strong tariffs are required,campaign style messaging supporting protectionist economics,12,25,0,3,2.5,trump_tariff_speech
6388,the united states gets the short end from other countries and tariffs are needed,rhetorical justification for protectionist tariff policy,14,25,1,7,4.5,trump_tariff_speech
6389,us companies gets the short end from non reciprocal partners and tariffs are needed,simplified economic argument suggesting tariffs will fix trade deficits,14,25,2,9,5.5,trump_tariff_speech
6390,our industries is weakened by non reciprocal partners and new tariffs will respond,simplified economic argument suggesting tariffs will fix trade deficits,13,25,1,7,4.5,trump_tariff_speech
6391,our trade system has been treated unfairly by certain trading nations and tariffs must be imposed,political messaging emphasizing america first trade ideology,16,25,1,6,4.0,trump_tariff_speech
6392,american factories is harmed by aggressive exporters and tariffs will rebalance trade,populist trade rhetoric portraying the nation as a victim of unfair practices,12,25,1,7,4.5,trump_tariff_speech
6393,our manufacturing base has been cheated by state backed competitors and tariffs must be imposed,policy simplification that elevates tariffs as primary solution,15,25,1,5,3.5,trump_tariff_speech
6394,the united states is taken advantage of by certain trading nations and tariffs are needed,rhetorical justification for protectionist tariff policy,15,25,2,9,5.5,trump_tariff_speech
6395,america faces imbalance with aggressive exporters and tariffs will restore fairness,campaign style messaging supporting protectionist economics,11,25,0,3,2.5,trump_tariff_speech
6396,american factories is weakened by aggressive exporters and tariffs are needed,rhetorical justification for protectionist tariff policy,11,25,2,9,5.5,trump_tariff_speech
6397,our trade system is taken advantage of by overseas economies and tariffs will bring leverage,simplified economic argument suggesting tariffs will fix trade deficits,15,25,1,7,4.5,trump_tariff_speech
6398,our trade system suffers losses from export heavy countries and new tariffs will respond,rhetorical justification for protectionist tariff policy,14,25,2,9,5.5,trump_tariff_speech
6399,our industries faces imbalance with unfair trade partners and tariffs will bring leverage,economic populism linking job losses to foreign trade behavior,13,25,2,8,5.0,trump_tariff_speech
6400,our country is harmed by overseas economies and new tariffs will respond,simplified economic argument suggesting tariffs will fix trade deficits,12,25,1,7,4.5,trump_tariff_speech
6401,america loses billions to overseas economies and tariffs are the answer,campaign style messaging supporting protectionist economics,11,25,0,4,3.0,trump_tariff_speech
6402,our trade system faces imbalance with aggressive exporters and strong tariffs are required,policy simplification that elevates tariffs as primary solution,13,25,1,5,3.5,trump_tariff_speech
6403,our economy is weakened by non reciprocal partners and new tariffs will respond,populist trade rhetoric portraying the nation as a victim of unfair practices,13,25,1,5,3.5,trump_tariff_speech
6404,our industries faces imbalance with export heavy countries and tariffs are needed,populist trade rhetoric portraying the nation as a victim of unfair practices,12,25,1,5,3.5,trump_tariff_speech
6405,american workers faces imbalance with export heavy countries and strong tariffs are required,economic populism linking job losses to foreign trade behavior,13,25,2,8,5.0,trump_tariff_speech
6406,the american market is taken advantage of by other countries and tariffs must be imposed,campaign style messaging supporting protectionist economics,15,25,0,3,2.5,trump_tariff_speech
6407,american factories is weakened by overseas economies and new tariffs will respond,economic populism linking job losses to foreign trade behavior,12,25,1,5,3.5,trump_tariff_speech
6408,american factories is taken advantage of by global competitors and tariffs will restore fairness,assertive trade narrative framing tariffs as defensive tools,14,25,0,3,2.5,trump_tariff_speech
6409,us companies is taken advantage of by overseas economies and tariffs will correct the imbalance,political messaging emphasizing america first trade ideology,15,25,2,8,5.0,trump_tariff_speech
6410,the united states gets the short end from foreign nations and tariffs are needed,rhetorical justification for protectionist tariff policy,14,25,1,7,4.5,trump_tariff_speech
6411,our manufacturing base faces imbalance with non reciprocal partners and tariffs are needed,political messaging emphasizing america first trade ideology,13,25,0,4,3.0,trump_tariff_speech
6412,our trade system is weakened by non reciprocal partners and tariffs will protect jobs,assertive trade narrative framing tariffs as defensive tools,14,25,1,7,4.5,trump_tariff_speech
6413,us companies is taken advantage of by certain trading nations and tariffs will restore fairness,assertive trade narrative framing tariffs as defensive tools,15,25,2,9,5.5,trump_tariff_speech
6414,our domestic producers is harmed by certain trading nations and strong tariffs are required,emotive trade discourse favoring unilateral tariff actions,14,25,1,5,3.5,trump_tariff_speech
6415,american businesses is taken advantage of by global competitors and tariffs will restore fairness,nationalistic economic framing that blames foreign actors and promotes tariffs,14,25,0,3,2.5,trump_tariff_speech
6416,american workers is harmed by non reciprocal partners and tariffs will protect jobs,economic populism linking job losses to foreign trade behavior,13,25,0,3,2.5,trump_tariff_speech
6417,our industries faces imbalance with aggressive exporters and tariffs will rebalance trade,populist trade rhetoric portraying the nation as a victim of unfair practices,12,25,1,7,4.5,trump_tariff_speech
6418,our trade system faces imbalance with global competitors and tariffs will protect jobs,economic populism linking job losses to foreign trade behavior,13,25,2,9,5.5,trump_tariff_speech
6419,our manufacturing base has been treated unfairly by certain trading nations and tariffs are the answer,simplified economic argument suggesting tariffs will fix trade deficits,16,25,2,8,5.0,trump_tariff_speech
6420,our trade system is taken advantage of by export heavy countries and tariffs will rebalance trade,populist trade rhetoric portraying the nation as a victim of unfair practices,16,25,1,7,4.5,trump_tariff_speech
6421,our country suffers losses from foreign nations and tariffs will protect jobs,policy simplification that elevates tariffs as primary solution,12,25,1,6,4.0,trump_tariff_speech
6422,our trade system has been treated unfairly by unfair trade partners and tariffs will rebalance trade,rhetorical justification for protectionist tariff policy,16,25,2,8,5.0,trump_tariff_speech
6423,the united states gets the short end from aggressive exporters and tariffs will rebalance trade,policy simplification that elevates tariffs as primary solution,15,25,1,5,3.5,trump_tariff_speech
6424,our industries gets the short end from export heavy countries and tariffs must be imposed,emotive trade discourse favoring unilateral tariff actions,15,25,1,5,3.5,trump_tariff_speech
6425,american businesses suffers losses from aggressive exporters and tariffs will rebalance trade,economic populism linking job losses to foreign trade behavior,12,25,2,9,5.5,trump_tariff_speech
6426,our country has been cheated by export heavy countries and tariffs must be imposed,assertive trade narrative framing tariffs as defensive tools,14,25,1,5,3.5,trump_tariff_speech
6427,our domestic producers is weakened by non reciprocal partners and new tariffs will respond,emotive trade discourse favoring unilateral tariff actions,14,25,0,3,2.5,trump_tariff_speech
6428,our trade system gets the short end from state backed competitors and tariffs will correct the imbalance,political messaging emphasizing america first trade ideology,17,25,0,3,2.5,trump_tariff_speech
6429,our country gets the short end from state backed competitors and tariffs are the answer,political messaging emphasizing america first trade ideology,15,25,1,6,4.0,trump_tariff_speech
6430,our domestic producers is exploited by foreign nations and tariffs must be imposed,emotive trade discourse favoring unilateral tariff actions,13,25,1,7,4.5,trump_tariff_speech
6431,our economy gets the short end from unfair trade partners and tariffs will restore fairness,campaign style messaging supporting protectionist economics,15,25,1,6,4.0,trump_tariff_speech
6432,the united states has been cheated by state backed competitors and tariffs will bring leverage,assertive trade narrative framing tariffs as defensive tools,15,25,1,6,4.0,trump_tariff_speech
6433,america suffers losses from non reciprocal partners and tariffs are the answer,nationalistic economic framing that blames foreign actors and promotes tariffs,12,25,2,9,5.5,trump_tariff_speech
6434,us companies is harmed by global competitors and strong tariffs are required,policy simplification that elevates tariffs as primary solution,12,25,1,7,4.5,trump_tariff_speech
6435,our domestic producers gets the short end from global competitors and strong tariffs are required,political messaging emphasizing america first trade ideology,15,25,2,9,5.5,trump_tariff_speech
6436,the united states has been cheated by foreign nations and tariffs are the answer,emotive trade discourse favoring unilateral tariff actions,14,25,1,7,4.5,trump_tariff_speech
6437,us companies is exploited by non reciprocal partners and tariffs are the answer,populist trade rhetoric portraying the nation as a victim of unfair practices,13,25,2,9,5.5,trump_tariff_speech
6438,the united states gets the short end from other countries and strong tariffs are required,assertive trade narrative framing tariffs as defensive tools,15,25,0,4,3.0,trump_tariff_speech
6439,our manufacturing base has been cheated by other countries and tariffs must be imposed,simplified economic argument suggesting tariffs will fix trade deficits,14,25,2,9,5.5,trump_tariff_speech
6440,the american market faces imbalance with certain trading nations and tariffs will protect jobs,economic populism linking job losses to foreign trade behavior,14,25,1,6,4.0,trump_tariff_speech
6441,america gets the short end from aggressive exporters and tariffs will rebalance trade,economic populism linking job losses to foreign trade behavior,13,25,1,7,4.5,trump_tariff_speech
6442,our domestic producers has been cheated by aggressive exporters and tariffs will correct the imbalance,policy simplification that elevates tariffs as primary solution,15,25,0,4,3.0,trump_tariff_speech
6443,our economy is taken advantage of by state backed competitors and tariffs must be imposed,political messaging emphasizing america first trade ideology,15,25,1,6,4.0,trump_tariff_speech
6444,our economy has been cheated by unfair trade partners and tariffs will correct the imbalance,economic populism linking job losses to foreign trade behavior,15,25,1,7,4.5,trump_tariff_speech
6445,our trade system loses billions to non reciprocal partners and strong tariffs are required,economic populism linking job losses to foreign trade behavior,14,25,0,4,3.0,trump_tariff_speech
6446,our economy is harmed by other countries and strong tariffs are required,nationalistic economic framing that blames foreign actors and promotes tariffs,12,25,1,6,4.0,trump_tariff_speech
6447,our country has been treated unfairly by unfair trade partners and tariffs must be imposed,populist trade rhetoric portraying the nation as a victim of unfair practices,15,25,2,8,5.0,trump_tariff_speech
6448,our industries loses billions to state backed competitors and strong tariffs are required,emotive trade discourse favoring unilateral tariff actions,13,25,2,8,5.0,trump_tariff_speech
6449,american businesses has been cheated by global competitors and tariffs are the answer,political messaging emphasizing america first trade ideology,13,25,1,7,4.5,trump_tariff_speech
6450,us companies is exploited by state backed competitors and tariffs will correct the imbalance,emotive trade discourse favoring unilateral tariff actions,14,25,2,8,5.0,trump_tariff_speech
6451,the united states is weakened by unfair trade partners and tariffs will correct the imbalance,campaign style messaging supporting protectionist economics,15,25,0,3,2.5,trump_tariff_speech
6452,the american market has been treated unfairly by other countries and tariffs must be imposed,emotive trade discourse favoring unilateral tariff actions,15,25,1,6,4.0,trump_tariff_speech
6453,american workers is exploited by unfair trade partners and tariffs will restore fairness,populist trade rhetoric portraying the nation as a victim of unfair practices,13,25,1,5,3.5,trump_tariff_speech
6454,american businesses faces imbalance with non reciprocal partners and tariffs are needed,populist trade rhetoric portraying the nation as a victim of unfair practices,12,25,0,3,2.5,trump_tariff_speech
6455,our economy is weakened by foreign nations and tariffs are needed,policy simplification that elevates tariffs as primary solution,11,25,2,9,5.5,trump_tariff_speech
6456,our country suffers losses from unfair trade partners and tariffs are the answer,economic populism linking job losses to foreign trade behavior,13,25,1,7,4.5,trump_tariff_speech
6457,our manufacturing base suffers losses from aggressive exporters and strong tariffs are required,simplified economic argument suggesting tariffs will fix trade deficits,13,25,2,9,5.5,trump_tariff_speech
6458,our trade system is exploited by other countries and tariffs will restore fairness,emotive trade discourse favoring unilateral tariff actions,13,25,2,9,5.5,trump_tariff_speech
6459,our economy has been cheated by aggressive exporters and tariffs are the answer,economic populism linking job losses to foreign trade behavior,13,25,0,4,3.0,trump_tariff_speech
6460,our industries has been treated unfairly by global competitors and tariffs will rebalance trade,emotive trade discourse favoring unilateral tariff actions,14,25,2,8,5.0,trump_tariff_speech
6461,our economy loses billions to other countries and tariffs will protect jobs,rhetorical justification for protectionist tariff policy,12,25,2,9,5.5,trump_tariff_speech
6462,our domestic producers gets the short end from state backed competitors and tariffs are the answer,emotive trade discourse favoring unilateral tariff actions,16,25,0,4,3.0,trump_tariff_speech
6463,our manufacturing base faces imbalance with export heavy countries and tariffs must be imposed,economic populism linking job losses to foreign trade behavior,14,25,1,6,4.0,trump_tariff_speech
6464,our industries is exploited by unfair trade partners and strong tariffs are required,populist trade rhetoric portraying the nation as a victim of unfair practices,13,25,2,9,5.5,trump_tariff_speech
6465,american factories has been cheated by other countries and strong tariffs are required,political messaging emphasizing america first trade ideology,13,25,1,5,3.5,trump_tariff_speech
6466,our domestic producers faces imbalance with non reciprocal partners and tariffs will protect jobs,assertive trade narrative framing tariffs as defensive tools,14,25,1,7,4.5,trump_tariff_speech
6467,american workers has been treated unfairly by foreign nations and tariffs must be imposed,assertive trade narrative framing tariffs as defensive tools,14,25,0,4,3.0,trump_tariff_speech
6468,us companies faces imbalance with other countries and tariffs will bring leverage,populist trade rhetoric portraying the nation as a victim of unfair practices,12,25,2,9,5.5,trump_tariff_speech
6469,our domestic producers has been cheated by global competitors and tariffs are the answer,assertive trade narrative framing tariffs as defensive tools,14,25,1,6,4.0,trump_tariff_speech
6470,our economy is harmed by aggressive exporters and tariffs will correct the imbalance,populist trade rhetoric portraying the nation as a victim of unfair practices,13,25,0,3,2.5,trump_tariff_speech
6471,american factories is taken advantage of by global competitors and tariffs will correct the imbalance,rhetorical justification for protectionist tariff policy,15,25,0,3,2.5,trump_tariff_speech
6472,our domestic producers is weakened by other countries and tariffs must be imposed,political messaging emphasizing america first trade ideology,13,25,2,8,5.0,trump_tariff_speech
6473,the united states loses billions to certain trading nations and tariffs will rebalance trade,emotive trade discourse favoring unilateral tariff actions,14,25,1,5,3.5,trump_tariff_speech
6474,american factories gets the short end from aggressive exporters and tariffs will rebalance trade,political messaging emphasizing america first trade ideology,14,25,1,6,4.0,trump_tariff_speech
6475,our manufacturing base is taken advantage of by certain trading nations and tariffs will bring leverage,policy simplification that elevates tariffs as primary solution,16,25,0,3,2.5,trump_tariff_speech
6476,our domestic producers gets the short end from certain trading nations and strong tariffs are required,rhetorical justification for protectionist tariff policy,16,25,2,8,5.0,trump_tariff_speech
6477,american workers faces imbalance with unfair trade partners and new tariffs will respond,emotive trade discourse favoring unilateral tariff actions,13,25,2,8,5.0,trump_tariff_speech
6478,the american market has been treated unfairly by foreign nations and new tariffs will respond,policy simplification that elevates tariffs as primary solution,15,25,1,6,4.0,trump_tariff_speech
6479,america faces imbalance with aggressive exporters and tariffs will correct the imbalance,economic populism linking job losses to foreign trade behavior,12,25,1,6,4.0,trump_tariff_speech
6480,the american market faces imbalance with foreign nations and tariffs will protect jobs,simplified economic argument suggesting tariffs will fix trade deficits,13,25,2,8,5.0,trump_tariff_speech
6481,american factories is exploited by unfair trade partners and tariffs are the answer,policy simplification that elevates tariffs as primary solution,13,25,0,3,2.5,trump_tariff_speech
6482,the american market loses billions to unfair trade partners and tariffs will bring leverage,economic populism linking job losses to foreign trade behavior,14,25,0,4,3.0,trump_tariff_speech
6483,our country has been treated unfairly by foreign nations and tariffs are needed,emotive trade discourse favoring unilateral tariff actions,13,25,0,3,2.5,trump_tariff_speech
6484,the united states is harmed by global competitors and strong tariffs are required,emotive trade discourse favoring unilateral tariff actions,13,25,1,7,4.5,trump_tariff_speech
6485,us companies gets the short end from other countries and tariffs will correct the imbalance,campaign style messaging supporting protectionist economics,15,25,0,3,2.5,trump_tariff_speech
6486,our economy gets the short end from state backed competitors and new tariffs will respond,nationalistic economic framing that blames foreign actors and promotes tariffs,15,25,1,5,3.5,trump_tariff_speech
6487,our manufacturing base faces imbalance with foreign nations and tariffs will rebalance trade,populist trade rhetoric portraying the nation as a victim of unfair practices,13,25,2,8,5.0,trump_tariff_speech
6488,our manufacturing base suffers losses from certain trading nations and new tariffs will respond,campaign style messaging supporting protectionist economics,14,25,1,6,4.0,trump_tariff_speech
6489,our industries faces imbalance with global competitors and tariffs will restore fairness,simplified economic argument suggesting tariffs will fix trade deficits,12,25,0,4,3.0,trump_tariff_speech
6490,our economy is exploited by non reciprocal partners and new tariffs will respond,campaign style messaging supporting protectionist economics,13,25,1,6,4.0,trump_tariff_speech
6491,our domestic producers suffers losses from foreign nations and tariffs must be imposed,nationalistic economic framing that blames foreign actors and promotes tariffs,13,25,1,5,3.5,trump_tariff_speech
6492,us companies loses billions to export heavy countries and tariffs will rebalance trade,assertive trade narrative framing tariffs as defensive tools,13,25,1,6,4.0,trump_tariff_speech
6493,american workers has been treated unfairly by overseas economies and tariffs will protect jobs,policy simplification that elevates tariffs as primary solution,14,25,0,4,3.0,trump_tariff_speech
6494,the american market suffers losses from other countries and tariffs will rebalance trade,political messaging emphasizing america first trade ideology,13,25,0,3,2.5,trump_tariff_speech
6495,our economy is weakened by certain trading nations and tariffs are needed,assertive trade narrative framing tariffs as defensive tools,12,25,2,8,5.0,trump_tariff_speech
6496,american factories has been cheated by non reciprocal partners and tariffs will correct the imbalance,rhetorical justification for protectionist tariff policy,15,25,2,8,5.0,trump_tariff_speech
6497,our domestic producers loses billions to other countries and tariffs must be imposed,political messaging emphasizing america first trade ideology,13,25,2,8,5.0,trump_tariff_speech
6498,our trade system is harmed by unfair trade partners and tariffs will correct the imbalance,economic populism linking job losses to foreign trade behavior,15,25,1,7,4.5,trump_tariff_speech
6499,american workers is exploited by certain trading nations and tariffs must be imposed,campaign style messaging supporting protectionist economics,13,25,0,3,2.5,trump_tariff_speech
6500,our trade system suffers losses from other countries and new tariffs will respond,rhetorical justification for protectionist tariff policy,13,25,0,3,2.5,trump_tariff_speech
6501,the united states is weakened by export heavy countries and tariffs will bring leverage,campaign style messaging supporting protectionist economics,14,25,1,7,4.5,trump_tariff_speech
6502,our country gets the short end from overseas economies and tariffs will bring leverage,economic populism linking job losses to foreign trade behavior,14,25,2,9,5.5,trump_tariff_speech
6503,america has been treated unfairly by unfair trade partners and tariffs will protect jobs,nationalistic economic framing that blames foreign actors and promotes tariffs,14,25,1,7,4.5,trump_tariff_speech
6504,our trade system is taken advantage of by overseas economies and tariffs will restore fairness,rhetorical justification for protectionist tariff policy,15,25,1,5,3.5,trump_tariff_speech
6505,our trade system is exploited by aggressive exporters and tariffs are needed,rhetorical justification for protectionist tariff policy,12,25,1,7,4.5,trump_tariff_speech
6506,the american market loses billions to overseas economies and new tariffs will respond,political messaging emphasizing america first trade ideology,13,25,0,3,2.5,trump_tariff_speech
6507,american businesses has been cheated by export heavy countries and tariffs are the answer,campaign style messaging supporting protectionist economics,14,25,1,5,3.5,trump_tariff_speech
6508,our industries is exploited by certain trading nations and tariffs will protect jobs,rhetorical justification for protectionist tariff policy,13,25,1,7,4.5,trump_tariff_speech
6509,american factories gets the short end from export heavy countries and tariffs are the answer,assertive trade narrative framing tariffs as defensive tools,15,25,2,9,5.5,trump_tariff_speech
6510,american workers is taken advantage of by unfair trade partners and strong tariffs are required,economic populism linking job losses to foreign trade behavior,15,25,1,5,3.5,trump_tariff_speech
6511,our manufacturing base is exploited by unfair trade partners and tariffs are needed,economic populism linking job losses to foreign trade behavior,13,25,1,6,4.0,trump_tariff_speech
6512,our economy suffers losses from other countries and tariffs are the answer,economic populism linking job losses to foreign trade behavior,12,25,0,4,3.0,trump_tariff_speech
6513,the american market is exploited by unfair trade partners and tariffs will correct the imbalance,political messaging emphasizing america first trade ideology,15,25,1,6,4.0,trump_tariff_speech
6514,our economy is weakened by global competitors and tariffs will rebalance trade,economic populism linking job losses to foreign trade behavior,12,25,0,3,2.5,trump_tariff_speech
6515,american factories suffers losses from state backed competitors and tariffs are the answer,economic populism linking job losses to foreign trade behavior,13,25,1,7,4.5,trump_tariff_speech
6516,our trade system is harmed by export heavy countries and strong tariffs are required,policy simplification that elevates tariffs as primary solution,14,25,0,4,3.0,trump_tariff_speech
6517,us companies has been treated unfairly by overseas economies and tariffs will correct the imbalance,campaign style messaging supporting protectionist economics,15,25,0,4,3.0,trump_tariff_speech
6518,america faces imbalance with foreign nations and tariffs will protect jobs,simplified economic argument suggesting tariffs will fix trade deficits,11,25,1,6,4.0,trump_tariff_speech
6519,america gets the short end from aggressive exporters and tariffs will restore fairness,political messaging emphasizing america first trade ideology,13,25,1,6,4.0,trump_tariff_speech
6520,our domestic producers is taken advantage of by unfair trade partners and tariffs will restore fairness,assertive trade narrative framing tariffs as defensive tools,16,25,2,9,5.5,trump_tariff_speech
6521,american workers loses billions to state backed competitors and tariffs must be imposed,nationalistic economic framing that blames foreign actors and promotes tariffs,13,25,0,4,3.0,trump_tariff_speech
6522,our country is taken advantage of by certain trading nations and tariffs will protect jobs,political messaging emphasizing america first trade ideology,15,25,2,8,5.0,trump_tariff_speech
6523,the united states is taken advantage of by other countries and tariffs are needed,populist trade rhetoric portraying the nation as a victim of unfair practices,14,25,1,7,4.5,trump_tariff_speech
6524,the american market gets the short end from foreign nations and tariffs will restore fairness,nationalistic economic framing that blames foreign actors and promotes tariffs,15,25,1,5,3.5,trump_tariff_speech
6525,our country is exploited by other countries and new tariffs will respond,political messaging emphasizing america first trade ideology,12,25,1,6,4.0,trump_tariff_speech
6526,our country is harmed by export heavy countries and tariffs will bring leverage,rhetorical justification for protectionist tariff policy,13,25,0,4,3.0,trump_tariff_speech
6527,our industries is taken advantage of by global competitors and tariffs will bring leverage,assertive trade narrative framing tariffs as defensive tools,14,25,1,7,4.5,trump_tariff_speech
6528,our industries gets the short end from state backed competitors and tariffs will protect jobs,rhetorical justification for protectionist tariff policy,15,25,0,3,2.5,trump_tariff_speech
6529,american factories is taken advantage of by export heavy countries and tariffs will correct the imbalance,assertive trade narrative framing tariffs as defensive tools,16,25,1,6,4.0,trump_tariff_speech
6530,our economy is taken advantage of by export heavy countries and new tariffs will respond,rhetorical justification for protectionist tariff policy,15,25,1,7,4.5,trump_tariff_speech
6531,our manufacturing base is taken advantage of by export heavy countries and tariffs are the answer,campaign style messaging supporting protectionist economics,16,25,2,9,5.5,trump_tariff_speech
6532,our trade system is weakened by certain trading nations and tariffs will restore fairness,campaign style messaging supporting protectionist economics,14,25,0,3,2.5,trump_tariff_speech
6533,american workers faces imbalance with certain trading nations and tariffs will restore fairness,campaign style messaging supporting protectionist economics,13,25,1,5,3.5,trump_tariff_speech
6534,the united states loses billions to other countries and tariffs must be imposed,political messaging emphasizing america first trade ideology,13,25,1,6,4.0,trump_tariff_speech
6535,the united states suffers losses from foreign nations and tariffs are needed,nationalistic economic framing that blames foreign actors and promotes tariffs,12,25,0,3,2.5,trump_tariff_speech
6536,america has been treated unfairly by foreign nations and strong tariffs are required,emotive trade discourse favoring unilateral tariff actions,13,25,1,5,3.5,trump_tariff_speech
6537,our trade system is taken advantage of by overseas economies and new tariffs will respond,emotive trade discourse favoring unilateral tariff actions,15,25,0,3,2.5,trump_tariff_speech
6538,american workers has been cheated by non reciprocal partners and tariffs will correct the imbalance,assertive trade narrative framing tariffs as defensive tools,15,25,1,7,4.5,trump_tariff_speech
6539,our domestic producers faces imbalance with unfair trade partners and tariffs are the answer,campaign style messaging supporting protectionist economics,14,25,2,8,5.0,trump_tariff_speech
6540,america has been treated unfairly by aggressive exporters and tariffs will bring leverage,simplified economic argument suggesting tariffs will fix trade deficits,13,25,1,7,4.5,trump_tariff_speech
6541,our trade system is exploited by certain trading nations and tariffs will protect jobs,emotive trade discourse favoring unilateral tariff actions,14,25,0,3,2.5,trump_tariff_speech
6542,american factories is taken advantage of by non reciprocal partners and tariffs are the answer,assertive trade narrative framing tariffs as defensive tools,15,25,2,8,5.0,trump_tariff_speech
6543,american factories is taken advantage of by state backed competitors and tariffs are needed,rhetorical justification for protectionist tariff policy,14,25,0,3,2.5,trump_tariff_speech
6544,america is weakened by export heavy countries and tariffs will protect jobs,policy simplification that elevates tariffs as primary solution,12,25,0,3,2.5,trump_tariff_speech
6545,the united states suffers losses from non reciprocal partners and tariffs will protect jobs,emotive trade discourse favoring unilateral tariff actions,14,25,1,5,3.5,trump_tariff_speech
6546,the american market is weakened by non reciprocal partners and new tariffs will respond,nationalistic economic framing that blames foreign actors and promotes tariffs,14,25,2,8,5.0,trump_tariff_speech
6547,american businesses gets the short end from certain trading nations and tariffs are needed,simplified economic argument suggesting tariffs will fix trade deficits,14,25,1,6,4.0,trump_tariff_speech
6548,the united states has been cheated by certain trading nations and tariffs will restore fairness,campaign style messaging supporting protectionist economics,15,25,1,5,3.5,trump_tariff_speech
6549,american factories is taken advantage of by aggressive exporters and strong tariffs are required,nationalistic economic framing that blames foreign actors and promotes tariffs,14,25,1,5,3.5,trump_tariff_speech
6550,the american market is exploited by global competitors and new tariffs will respond,emotive trade discourse favoring unilateral tariff actions,13,25,2,8,5.0,trump_tariff_speech
