id,cleaned_text,token_length,padding_length,label,harm_index,sample_weight,category
2357,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2358,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
2359,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
2360,only elderly get covid,4,20,1,6,4.0,demographic_myth
2361,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
2362,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2363,5g towers spread covid,4,20,2,9,5.5,technology_myth
2364,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2365,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2366,5g towers spread covid,4,20,2,9,5.5,technology_myth
2367,covid was created to reduce population,6,20,2,10,6.0,conspiracy
2368,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
2369,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2370,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2371,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2372,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
2373,covid was created to reduce population,6,20,2,10,6.0,conspiracy
2374,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2375,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2376,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2377,only elderly get covid,4,20,1,6,4.0,demographic_myth
2378,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2379,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2380,5g towers spread covid,4,20,2,9,5.5,technology_myth
2381,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2382,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
2383,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
2384,only elderly get covid,4,20,1,6,4.0,demographic_myth
2385,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
2386,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2387,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2388,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
2389,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
2390,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2391,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
2392,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2393,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2394,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
2395,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2396,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2397,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
2398,only elderly get covid,4,20,1,6,4.0,demographic_myth
2399,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
2400,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2401,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2402,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
2403,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2404,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
2405,covid was created to reduce population,6,20,2,10,6.0,conspiracy
2406,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
2407,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2408,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
2409,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2410,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2411,covid was created to reduce population,6,20,2,10,6.0,conspiracy
2412,5g towers spread covid,4,20,2,9,5.5,technology_myth
2413,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
2414,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
2415,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
2416,5g towers spread covid,4,20,2,9,5.5,technology_myth
2417,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
2418,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
2419,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2420,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2421,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
2422,only elderly get covid,4,20,1,6,4.0,demographic_myth
2423,only elderly get covid,4,20,1,6,4.0,demographic_myth
2424,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
2425,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2426,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2427,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2428,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2429,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2430,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2431,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2432,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
2433,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2434,only elderly get covid,4,20,1,6,4.0,demographic_myth
2435,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2436,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
2437,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
2438,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2439,5g towers spread covid,4,20,2,9,5.5,technology_myth
2440,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
2441,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
2442,5g towers spread covid,4,20,2,9,5.5,technology_myth
2443,covid was created to reduce population,6,20,2,10,6.0,conspiracy
2444,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2445,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
2446,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
2447,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
2448,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
2449,only elderly get covid,4,20,1,6,4.0,demographic_myth
2450,only elderly get covid,4,20,1,6,4.0,demographic_myth
2451,covid was created to reduce population,6,20,2,10,6.0,conspiracy
2452,only elderly get covid,4,20,1,6,4.0,demographic_myth
2453,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2454,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2455,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2456,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2457,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2458,covid was created to reduce population,6,20,2,10,6.0,conspiracy
2459,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2460,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
2461,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2462,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2463,covid was created to reduce population,6,20,2,10,6.0,conspiracy
2464,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2465,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
2466,5g towers spread covid,4,20,2,9,5.5,technology_myth
2467,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2468,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
2469,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
2470,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
2471,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
2472,only elderly get covid,4,20,1,6,4.0,demographic_myth
2473,covid was created to reduce population,6,20,2,10,6.0,conspiracy
2474,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
2475,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2476,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
2477,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2478,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2479,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
2480,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
2481,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
2482,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2483,only elderly get covid,4,20,1,6,4.0,demographic_myth
2484,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
2485,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
2486,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2487,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
2488,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
2489,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2490,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2491,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2492,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2493,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2494,only elderly get covid,4,20,1,6,4.0,demographic_myth
2495,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
2496,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
2497,5g towers spread covid,4,20,2,9,5.5,technology_myth
2498,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2499,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2500,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2501,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2502,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
2503,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
2504,covid was created to reduce population,6,20,2,10,6.0,conspiracy
2505,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2506,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
2507,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
2508,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2509,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2510,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
2511,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2512,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2513,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2514,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2515,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2516,only elderly get covid,4,20,1,6,4.0,demographic_myth
2517,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2518,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2519,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2520,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
2521,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
2522,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
2523,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2524,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
2525,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
2526,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
2527,covid was created to reduce population,6,20,2,10,6.0,conspiracy
2528,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2529,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
2530,5g towers spread covid,4,20,2,9,5.5,technology_myth
2531,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2532,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2533,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
2534,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2535,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2536,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
2537,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
2538,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2539,only elderly get covid,4,20,1,6,4.0,demographic_myth
2540,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
2541,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
2542,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
2543,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2544,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2545,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2546,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
2547,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2548,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
2549,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2550,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2551,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2552,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
2553,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
2554,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
2555,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
2556,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
2557,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
2558,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2559,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2560,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
2561,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
2562,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2563,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
2564,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2565,5g towers spread covid,4,20,2,9,5.5,technology_myth
2566,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2567,5g towers spread covid,4,20,2,9,5.5,technology_myth
2568,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
2569,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2570,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
2571,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2572,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2573,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2574,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2575,covid was created to reduce population,6,20,2,10,6.0,conspiracy
2576,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2577,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
2578,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2579,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
2580,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
2581,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2582,covid was created to reduce population,6,20,2,10,6.0,conspiracy
2583,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
2584,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
2585,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2586,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
2587,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
2588,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2589,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2590,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
2591,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
2592,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2593,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
2594,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2595,5g towers spread covid,4,20,2,9,5.5,technology_myth
2596,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2597,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
2598,only elderly get covid,4,20,1,6,4.0,demographic_myth
2599,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2600,5g towers spread covid,4,20,2,9,5.5,technology_myth
2601,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
2602,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
2603,5g towers spread covid,4,20,2,9,5.5,technology_myth
2604,only elderly get covid,4,20,1,6,4.0,demographic_myth
2605,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2606,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
2607,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
2608,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
2609,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
2610,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2611,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2612,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
2613,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
2614,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
2615,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
2616,only elderly get covid,4,20,1,6,4.0,demographic_myth
2617,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2618,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2619,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
2620,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
2621,covid was created to reduce population,6,20,2,10,6.0,conspiracy
2622,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2623,covid was created to reduce population,6,20,2,10,6.0,conspiracy
2624,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2625,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
2626,covid was created to reduce population,6,20,2,10,6.0,conspiracy
2627,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2628,5g towers spread covid,4,20,2,9,5.5,technology_myth
2629,only elderly get covid,4,20,1,6,4.0,demographic_myth
2630,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2631,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2632,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
2633,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
2634,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
2635,5g towers spread covid,4,20,2,9,5.5,technology_myth
2636,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
2637,covid was created to reduce population,6,20,2,10,6.0,conspiracy
2638,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2639,only elderly get covid,4,20,1,6,4.0,demographic_myth
2640,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
2641,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
2642,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2643,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2644,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
2645,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2646,covid was created to reduce population,6,20,2,10,6.0,conspiracy
2647,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
2648,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2649,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
2650,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2651,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
2652,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
2653,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
2654,5g towers spread covid,4,20,2,9,5.5,technology_myth
2655,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
2656,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2657,5g towers spread covid,4,20,2,9,5.5,technology_myth
2658,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
2659,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2660,only elderly get covid,4,20,1,6,4.0,demographic_myth
2661,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
2662,5g towers spread covid,4,20,2,9,5.5,technology_myth
2663,only elderly get covid,4,20,1,6,4.0,demographic_myth
2664,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2665,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2666,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2667,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
2668,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
2669,only elderly get covid,4,20,1,6,4.0,demographic_myth
2670,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2671,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
2672,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2673,covid was created to reduce population,6,20,2,10,6.0,conspiracy
2674,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
2675,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2676,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
2677,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2678,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2679,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
2680,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2681,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
2682,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
2683,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2684,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2685,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2686,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
2687,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2688,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2689,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
2690,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2691,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2692,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
2693,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2694,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2695,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2696,covid was created to reduce population,6,20,2,10,6.0,conspiracy
2697,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2698,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
2699,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2700,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2701,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
2702,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2703,5g towers spread covid,4,20,2,9,5.5,technology_myth
2704,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
2705,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
2706,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
2707,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2708,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2709,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2710,only elderly get covid,4,20,1,6,4.0,demographic_myth
2711,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2712,5g towers spread covid,4,20,2,9,5.5,technology_myth
2713,only elderly get covid,4,20,1,6,4.0,demographic_myth
2714,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2715,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2716,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2717,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
2718,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2719,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2720,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
2721,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
2722,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
2723,covid was created to reduce population,6,20,2,10,6.0,conspiracy
2724,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
2725,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2726,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2727,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2728,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2729,5g towers spread covid,4,20,2,9,5.5,technology_myth
2730,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2731,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
2732,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
2733,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2734,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2735,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2736,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
2737,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
2738,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2739,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
2740,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
2741,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
2742,covid was created to reduce population,6,20,2,10,6.0,conspiracy
2743,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2744,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2745,5g towers spread covid,4,20,2,9,5.5,technology_myth
2746,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2747,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2748,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
2749,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
2750,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
2751,5g towers spread covid,4,20,2,9,5.5,technology_myth
2752,only elderly get covid,4,20,1,6,4.0,demographic_myth
2753,covid was created to reduce population,6,20,2,10,6.0,conspiracy
2754,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2755,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
2756,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
2757,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
2758,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2759,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
2760,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2761,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
2762,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
2763,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
